Dayahead Market MCPs.

01/01/2023,,All Hours-Ending are Eastern Standard Time (EST)

,,MCP Type, HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
ALTW.BRLGTN2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.BRLGTN3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.BRLGTN4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.BRLGTN5,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.BROOKE1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CC.EMERY1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CC.EMERY2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CC.MGS1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CC.MGS2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CERROG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CRLK2WPL,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CRLK3CWL2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CRLK3CWLD,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CRYLAKE1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CRYLAKE2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.CRYSTAL3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.DAEC,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.DR.AURLD,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.DRUN.ESR1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.ELKWIND,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.EMERY31,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.EMERY32,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.EMERY_1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.EMERY_2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.ENDV,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.ENGLFARMS,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.FAIRMONT1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.FAIR_DSL,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.FAIR_SIG,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.FCLDFCL1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.FPL_DAEC,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.FRNKLNCO,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.GOLDENPLN,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.GPFWIND,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.HANCOC1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.HANCO_CF,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.HANCO_PE,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.HAWKEYE1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.HDIVWIND,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.INDEPWIND,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.JOULGSCIP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.JOULGSIPL,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.JOUNEAL3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.JOUNEALS4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.KOSSUTH,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.KOSSUTH2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.LANSIN4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.LEDYARD,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.LIMEC1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.LIMEC2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.LKFLD.IPL,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.LOSTLAKES,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.MGS_CT1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.MGS_CT2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.MGS_ST3.1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.MGS_ST3.2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.MTOWNCT1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.MTOWNCT2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.MTOWNCT3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.ODINWF,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.OTTUMW1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.PRARC1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.PRARC3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.PRARC4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.RICHLAND,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.RIPPEY1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.ROQUETTE1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.SACCOWIND,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.SARATOGA,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.SLAK_CT1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.SLAK_CT2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.SLAK_R1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.SLAK_R2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.SLAK_R3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.SOUTH.FRK,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.SPRVAUN1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.STORMLK2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.STORYCO1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.STORYCOII,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.TOI,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.TOI_2.3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.TOI_MGEO,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.TOI_MGEP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.UPLANDPR,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.WAPLOSOLR,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.WHISPERWI,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.WOLFWIND,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.WSEC3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.WSEC4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.WWNORTH,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
ALTW.W_BINGHAM,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.ALSEYCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.ALSEYCTG2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.ALSEYCTG3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.ALSEYCTG4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.ALSEYCTG5,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.ALSEYCTG6,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.AMAEAMAN,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.AMS_ASTOR,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.ANI_AANIT,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.BALDWI51,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.BALDWI52,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.BGRVR.PPI,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.BIGRIVER,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.BRDLWIND,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.BSHPHL2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.BSHPHL3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.CALRIDGE,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.CC.CSTN,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.CC.GDTWR1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.CC.GDTWR2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.CLINTO51,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.COG_ACOGG,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.CPW_GS,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.CSTN3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.CSTNCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.CSTNCTG2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DEWITT,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.ADM,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.AEMILL,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.AIR,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.ALTON,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.ANNA,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.AREP,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.ASFK,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.CARLE,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.DELTA,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.DF,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.HD,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.ISU,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.JOPPA,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.KTTLR,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.PACTIV,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.PLLA,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.PRIN,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.SIUC,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
